'AI' 검색 결과 (상위 5개):
--------------------------------------------------
_id: 1 | 점수: 1.00  |  제목: [AI 에이전트 시대가 온다] 비즈니스의 판을 바꾸는 AI 에이전트
_id: 16 | 점수: 1.00  |  제목: SKT, AI 사업 총괄할 CIC 출범…2030년 연매출 5조 달성 목표
_id: 17 | 점수: 1.00  |  제목: 구글 ‘제미나이’, 글로벌 이용자 5억명 돌파… 오픈AI 턱밑까지 추격
_id: 18 | 점수: 1.00  |  제목: 유방암 키우는 단백질 첫 규명…ATE1 ‘가속페달’ 역할
_id: 19 | 점수: 1.00  |  제목: "AI 세계 양강 중국과 협업이 눈앞이네요…기대 만점입니다"
_id: 20 | 점수: 1.00  |  제목: 정부, 연구개발특구 내 AI 확산 본격 추진…'AI 빅테크' 키운다
_id: 21 | 점수: 1.00  |  제목: 쥐 75마리 태운 ‘현대판 노아의 방주’ 우주서 귀환 [우주로 간다]
_id: 22 | 점수: 1.00  |  제목: AI가 여는 새로운 창…'먼저 온 미래'와 만나다
_id: 23 | 점수: 1.00  |  제목: 타인에 대한 혐오와 차별, 중증 정신질환 원인 [달콤한 사이언스]
_id: 24 | 점수: 1.00  |  제목: AI휴머노이드 산업현장 투입...“AI·로봇 거미줄 규제 확 걷는다”
_id: 25 | 점수: 1.00  |  제목: 서울시, '이공계 전성시대' 선언…첨단 인재 확보 총력
_id: 26 | 점수: 1.00  |  제목: 상의, 美 진출 기업 위한 세미나…“관건은 HR 현지화”
_id: 27 | 점수: 1.00  |  제목: 자격증도 없는데 뭘… 자격체계 없는 신직업에 쏟아진 '무관심'
_id: 28 | 점수: 1.00  |  제목: 이우영 산인공 이사장 "청소년에서 명장으로…숙련인재 성장사다리 구축"
_id: 29 | 점수: 1.00  |  제목: “서울 아파트 가격 관련 추가대책, 필요시 정부와 긴밀 공조”[일문일답]
_id: 30 | 점수: 1.00  |  제목: 생애주기적자 첫 200조 돌파…유년·노년 적자↑·노동세대 흑자↓
_id: 31 | 점수: 1.00  |  제목: 먹거리 물가 왜 오르나 봤더니…원가 부풀리기에 8000억 탈세 정황까지
_id: 32 | 점수: 1.00  |  제목: 올해 세입 추경 대비 2.2兆 펑크…본예산 대비 3.3% 오차
_id: 33 | 점수: 1.00  |  제목: 9·7 대책 발표 후 집값 더 뛰었다… "거시건전성 정책 강화 필요"
_id: 34 | 점수: 1.00  |  제목: "우리가 찰리 커크다"... 그게 가능한가? [신필규의 아직도 적응 중]
_id: 35 | 점수: 1.00  |  제목: "소스 안줬다고 환불하고 자체 폐기"…'배달 진상'에 속타는 자영업자들
_id: 36 | 점수: 1.00  |  제목: [단독] “판사와 막역한 사이” 제주 사법거래 시도 의혹, 또 있었다!
_id: 37 | 점수: 1.00  |  제목: 농업위성·조리로봇 등 농업의 현재와 미래가 만났다
_id: 38 | 점수: 1.00  |  제목: 변협 “변호사 10명 중 9명, 검사의 보완 수사 요구권 유지해야”
_id: 39 | 점수: 1.00  |  제목: 형사사건 합의부 집중 현상 가속화…사건처리 기간도 소폭 증가(종합)
_id: 40 | 점수: 1.00  |  제목: "APEC 반대! 트럼프 방한 반대!"
_id: 41 | 점수: 1.00  |  제목: 세계불꽃축제 앞두고 암표 '또 기승'…티켓·호텔 가격 '고공 행진'
_id: 42 | 점수: 1.00  |  제목: 후쿠시마 예산, 방류 이전으로 축소…“방사능 위기설 ‘허구’ 인정”
_id: 43 | 점수: 1.00  |  제목: 李 '냉부해 출연' 공방, 결국 법적 분쟁 확대…與 "주진우 고발"
_id: 44 | 점수: 1.00  |  제목: 野 "李 '셰프 만찬' 먹을 때 공무원들은 복구 전념…'냉부해' 방영 취소해야"
_id: 45 | 점수: 1.00  |  제목: “예능에 중대본 회의 밀려” 野 ‘냉부해’ 의혹 공격
_id: 46 | 점수: 1.00  |  제목: 여야, 추석 하루 앞두고 민생 공방…"발목잡기" vs "포퓰리즘"
_id: 47 | 점수: 1.00  |  제목: 대통령 부부 '예능 출연' 野 공세에‥민주당 "흑색선전 일삼는 국힘에 유감"
_id: 48 | 점수: 1.00  |  제목: 北, 무기 전시회서 대남 위협…김정은 “韓 영토, 안전하겠는가”
_id: 49 | 점수: 1.00  |  제목: “유족 앞에서 낄낄대면 대통령 자격 없어” ‘냉부해’ 취소하라는 주진우
_id: 50 | 점수: 1.00  |  제목: 민주당 "권성동, 반성과 사죄가 먼저‥정치적 순교자 행세"
_id: 51 | 점수: 1.00  |  제목: 강경화 신임 주미대사 부임 "현안 해결에 역량 총동원"
_id: 52 | 점수: 1.00  |  제목: 이준석 "이진숙 체포, 김현지 물타기 아닌가"
_id: 53 | 점수: 1.00  |  제목: 조영구, 25억->4억 주식투자로 와르르...“땅 샀으면” 후회막심
_id: 54 | 점수: 1.00  |  제목: 트럼프 휴전안에 네타냐후 실각 가능성…이스라엘 연정 강경파 이탈할까
_id: 55 | 점수: 1.00  |  제목: 비트코인, 12만5000달러 돌파…사상 최고치 경신
_id: 56 | 점수: 1.00  |  제목: ‘내 연금 진짜 없어질수도’···현실로 다가오는 국민연금 고갈위기...가입자는 26만↓, 수급자는 10만↑
_id: 57 | 점수: 1.00  |  제목: 부산관광 알리는 부산국제트래블마트…올해는 아르떼뮤지엄서
_id: 58 | 점수: 1.00  |  제목: "언니들~ 힘들게 가져왔어요"…SNS마켓 '급성장'
_id: 59 | 점수: 1.00  |  제목: '7500만원짜리 위스키' 편의점서 팔렸다…누가 샀나 봤더니
_id: 60 | 점수: 1.00  |  제목: 점점 커지는 공급 불안…집값 자극 우려
_id: 61 | 점수: 1.00  |  제목: '냉부해' 본방에도 여야 시각차…"K푸드 열정"·"정치쇼 본능"
_id: 62 | 점수: 1.00  |  제목: '냉부해' 출연 李대통령 "문화자산 핵심은 음식"…K푸드 수출 강조(종합)
_id: 63 | 점수: 1.00  |  제목: 李대통령 "손가락질·오해 받아도 국민삶 위해 뭐든 마다치 않겠다"
_id: 64 | 점수: 1.00  |  제목: 추석 이튿날도 귀성·귀경길 일부 정체…부산→서울 7시간
_id: 65 | 점수: 1.00  |  제목: '中서열2위' 리창, 北당창건 행사 참석한다…10년전보다 격 높여(종합2보)
_id: 66 | 점수: 1.00  |  제목: '게임의 룰' 손대는 여야…극한 대립에 국회법 개정안 '봇물'
_id: 67 | 점수: 1.00  |  제목: 정청래 "조희대의 난·검찰만행 상기하자"…사법·檢개혁 강조
_id: 68 | 점수: 1.00  |  제목: 네팔 메라피크서 한국인 40대 등산객 1명 사망…시신 수습(종합)
_id: 69 | 점수: 1.00  |  제목: 이스라엘·하마스, 협상 돌입…트럼프 "합의 곧 나올 것"(종합)
_id: 70 | 점수: 1.00  |  제목: APEC 행사일에 의장더러 국감 오라니…기업인 200명 줄집합하나
_id: 71 | 점수: 1.00  |  제목: 정부 전산시스템 장애 12일째…복구율 24.6%
_id: 72 | 점수: 1.00  |  제목: 日다카이치, 자민당 간부 인사…"아소파 등 논공행상" 분석도
_id: 73 | 점수: 1.00  |  제목: "금·비트코인·아파트 대신 투자할 걸"…올해 최고 수익률은 ‘이것’
_id: 74 | 점수: 1.00  |  제목: “추석에 식혜도 과하게 마시면 간에 부담”… 인공감미료 음료도 ‘지방간 위험’ 높인다
_id: 75 | 점수: 1.00  |  제목: “올해 건축 착공, 2009년 이후 최대 부진”
_id: 76 | 점수: 1.00  |  제목: 중기부, 국내 바이오벤처 기업들 국제행사 참가 지원
_id: 77 | 점수: 1.00  |  제목: 국정자원 시스템 2개 추가 복구…4분의 1 작업 완료
_id: 78 | 점수: 1.00  |  제목: "삼성 또 일 낸다" 中화웨이 따돌릴 '치트키' APEC서 선보여
_id: 79 | 점수: 1.00  |  제목: "현수막까지 걸었는데"…올해 복권 당첨금 450억 미수령
_id: 80 | 점수: 1.00  |  제목: 올해 코스피 연동 ETF 투자했다면…"수익률 정기예금 33배"
_id: 81 | 점수: 1.00  |  제목: “휴대폰 해지하는데 상담까지 해야 하나요”… 개선 언제쯤
_id: 82 | 점수: 1.00  |  제목: 은행장이 전통시장 찾은 사연은?…추석 나눔 활동 눈길
_id: 83 | 점수: 1.00  |  제목: [인사이드 스토리]"車 넘어 로봇으로" 현대차그룹의 '로봇 승부수'
_id: 84 | 점수: 1.00  |  제목: 70만 투자 플랫폼 ‘더리치’가 1000그루의 나무를 심은 이유
_id: 85 | 점수: 1.00  |  제목: 테슬라, 신제품 추정 티저 영상 게시...기대감에 주가 5.45% 급등
_id: 86 | 점수: 1.00  |  제목: 남은 연휴 '롯데월드·에버랜드·서울랜드' 어디를 가볼까
_id: 87 | 점수: 1.00  |  제목: 벤처투자 혹한기서 해빙기로 ...VC들 기지개, 스타트업도 기대감
_id: 88 | 점수: 1.00  |  제목: "애순이 어떡해"…'폭싹' 관식이, 2025년 진단받았다면 살았다?
_id: 89 | 점수: 1.00  |  제목: 분양가 상승·대출 규제에 중소형 아파트 '인기'…집값·청약·거래 상승세
_id: 90 | 점수: 1.00  |  제목: 관세청 4년 반동안 과태료 3천억원 부과…수납률은 17.9%
_id: 91 | 점수: 1.00  |  제목: 제주 도시가스 요금 전국서 가장 비싸...하수도 요금은 두 번째
_id: 92 | 점수: 1.00  |  제목: 우상호 "이재명 대통령, 검찰 보완수사권 문제에 실용적 접근"
_id: 93 | 점수: 1.00  |  제목: 조희대의 침묵…사법개혁 어디로 가나
_id: 94 | 점수: 1.00  |  제목: '李대통령 측근' 김현지 고발 당했다…"학력·나이 비공개는 직권남용"
_id: 95 | 점수: 1.00  |  제목: [단독] 60대가 가장 많이 타간다…그 뒤엔 실업급여 '불편한 진실'
_id: 96 | 점수: 1.00  |  제목: '세븐♥' 이다해, 날씬한 이유 있었네…'이것' 넣은 라면 공개
_id: 97 | 점수: 1.00  |  제목: 제주 추석연휴 내내 늦더위 기승…30도 무더위에 열대야까지
_id: 98 | 점수: 1.00  |  제목: [날씨] 귀경길 곳곳에 비…기온 내려가 낮에도 쌀쌀
_id: 99 | 점수: 1.00  |  제목: 李대통령, 김풍 요리 먹고 눈 ‘번쩍’…역대 최고 시청률 터졌다
_id: 100 | 점수: 1.00  |  제목: 오픈AI, '데브데이 2025'서 비공개 프로젝트 공개한다
_id: 101 | 점수: 1.00  |  제목: [AI 시그널] "사랑해"·"죽는 법 알려줘"…챗봇은 지금 청소년 보호 모드
_id: 102 | 점수: 1.00  |  제목: '아크 레이더스' 출시 앞둔 넥슨…'마비노기·카잔' 이어 3연타석 쏠까?
_id: 103 | 점수: 1.00  |  제목: 쿠키런, '아육대' 깜짝 출연…K-POP 아이돌로 변신
_id: 104 | 점수: 1.00  |  제목: KT소액결제 사태, 모든 이용자 위약금 면제 가능할까?
_id: 105 | 점수: 1.00  |  제목: [AI 한쿡] 조 단위 몸값 증명한 AI반도체... 영상이해도 MCP 시대
_id: 106 | 점수: 1.00  |  제목: "로봇이 노동 대체하려면 사람처럼 느끼고 판단할 수 있어야"
_id: 107 | 점수: 1.00  |  제목: 젠슨 황 아들 스펜서 황, 韓서 '휴머노이드 미래' 논했다
_id: 108 | 점수: 1.00  |  제목: "로봇은 협업 파트너…엣지 지능으로 여는 피지컬 AI 시대"
_id: 109 | 점수: 1.00  |  제목: "휴머노이드는 주권 산업...6천만원대 제품 내놓을 것"
--------------------------------------------------
'자동화' 검색 결과 (상위 5개):
--------------------------------------------------
_id: 1 | 점수: 1.00  |  제목: [AI 에이전트 시대가 온다] 비즈니스의 판을 바꾸는 AI 에이전트
_id: 2 | 점수: 1.00  |  제목: 이준호의 인공지능이야기 <8> 스스로 일하는 AI - 나보다 부지런한 동료가 생겼다
_id: 3 | 점수: 1.00  |  제목: 카카오모빌리티, '이프 카카오'서 AI 기술 혁신 성과 공유
_id: 4 | 점수: 1.00  |  제목: AI가 주니어를 빛나게 할 것이라 했지만, 왜 시니어만 더 강해졌을까?
_id: 5 | 점수: 1.00  |  제목: 코드 리뷰를 잘하면 AI 에이전트도 잘 다룰 수 있음
_id: 6 | 점수: 1.00  |  제목: AI가 내 맘을 몰라줄 때: 더 적은 토큰으로 더 좋은 결과를 내는 4가지 기법
_id: 7 | 점수: 1.00  |  제목: CompileBench: AI가 22년 된 코드를 컴파일할 수 있을까?
_id: 8 | 점수: 1.00  |  제목: Qwen3-Omni: 텍스트, 이미지, 비디오를 위한 네이티브 옴니 AI 모델
_id: 9 | 점수: 1.00  |  제목: 기술 기업은 소프트웨어 개발에 대한 AI의 영향을 어떻게 측정하는가
_id: 10 | 점수: 1.00  |  제목: NotebookLM 설계 과정 돌아보기
_id: 11 | 점수: 1.00  |  제목: Chrome의 새로운 AI 기능들
_id: 12 | 점수: 1.00  |  제목: 과기정통부, 연구개발특구 내 'AI 글로벌 빅테크' 키운다
_id: 13 | 점수: 1.00  |  제목: “‘갤럭시 AI’ 4억대 기기로 확대”…최원준 삼성전자 사장, 퀄컴과 동행 강조
_id: 14 | 점수: 1.00  |  제목: “AI는 디지털 동료” MS, 국내 기업 AI에이전트 도입 사례 공개
_id: 15 | 점수: 1.00  |  제목: 샤오미, 향후 5년간 AI·OS·칩셋 분야에 39조원 투자
_id: 16 | 점수: 1.00  |  제목: SKT, AI 사업 총괄할 CIC 출범…2030년 연매출 5조 달성 목표
_id: 17 | 점수: 1.00  |  제목: 구글 ‘제미나이’, 글로벌 이용자 5억명 돌파… 오픈AI 턱밑까지 추격
_id: 18 | 점수: 1.00  |  제목: 유방암 키우는 단백질 첫 규명…ATE1 ‘가속페달’ 역할
_id: 19 | 점수: 1.00  |  제목: "AI 세계 양강 중국과 협업이 눈앞이네요…기대 만점입니다"
_id: 20 | 점수: 1.00  |  제목: 정부, 연구개발특구 내 AI 확산 본격 추진…'AI 빅테크' 키운다
_id: 21 | 점수: 1.00  |  제목: 쥐 75마리 태운 ‘현대판 노아의 방주’ 우주서 귀환 [우주로 간다]
_id: 22 | 점수: 1.00  |  제목: AI가 여는 새로운 창…'먼저 온 미래'와 만나다
_id: 23 | 점수: 1.00  |  제목: 타인에 대한 혐오와 차별, 중증 정신질환 원인 [달콤한 사이언스]
_id: 24 | 점수: 1.00  |  제목: AI휴머노이드 산업현장 투입...“AI·로봇 거미줄 규제 확 걷는다”
_id: 25 | 점수: 1.00  |  제목: 서울시, '이공계 전성시대' 선언…첨단 인재 확보 총력
_id: 26 | 점수: 1.00  |  제목: 상의, 美 진출 기업 위한 세미나…“관건은 HR 현지화”
_id: 27 | 점수: 1.00  |  제목: 자격증도 없는데 뭘… 자격체계 없는 신직업에 쏟아진 '무관심'
_id: 28 | 점수: 1.00  |  제목: 이우영 산인공 이사장 "청소년에서 명장으로…숙련인재 성장사다리 구축"
_id: 29 | 점수: 1.00  |  제목: “서울 아파트 가격 관련 추가대책, 필요시 정부와 긴밀 공조”[일문일답]
_id: 30 | 점수: 1.00  |  제목: 생애주기적자 첫 200조 돌파…유년·노년 적자↑·노동세대 흑자↓
_id: 31 | 점수: 1.00  |  제목: 먹거리 물가 왜 오르나 봤더니…원가 부풀리기에 8000억 탈세 정황까지
_id: 32 | 점수: 1.00  |  제목: 올해 세입 추경 대비 2.2兆 펑크…본예산 대비 3.3% 오차
_id: 33 | 점수: 1.00  |  제목: 9·7 대책 발표 후 집값 더 뛰었다… "거시건전성 정책 강화 필요"
_id: 34 | 점수: 1.00  |  제목: "우리가 찰리 커크다"... 그게 가능한가? [신필규의 아직도 적응 중]
_id: 35 | 점수: 1.00  |  제목: "소스 안줬다고 환불하고 자체 폐기"…'배달 진상'에 속타는 자영업자들
_id: 36 | 점수: 1.00  |  제목: [단독] “판사와 막역한 사이” 제주 사법거래 시도 의혹, 또 있었다!
_id: 37 | 점수: 1.00  |  제목: 농업위성·조리로봇 등 농업의 현재와 미래가 만났다
_id: 38 | 점수: 1.00  |  제목: 변협 “변호사 10명 중 9명, 검사의 보완 수사 요구권 유지해야”
_id: 39 | 점수: 1.00  |  제목: 형사사건 합의부 집중 현상 가속화…사건처리 기간도 소폭 증가(종합)
_id: 40 | 점수: 1.00  |  제목: "APEC 반대! 트럼프 방한 반대!"
_id: 41 | 점수: 1.00  |  제목: 세계불꽃축제 앞두고 암표 '또 기승'…티켓·호텔 가격 '고공 행진'
_id: 42 | 점수: 1.00  |  제목: 후쿠시마 예산, 방류 이전으로 축소…“방사능 위기설 ‘허구’ 인정”
_id: 43 | 점수: 1.00  |  제목: 李 '냉부해 출연' 공방, 결국 법적 분쟁 확대…與 "주진우 고발"
_id: 44 | 점수: 1.00  |  제목: 野 "李 '셰프 만찬' 먹을 때 공무원들은 복구 전념…'냉부해' 방영 취소해야"
_id: 45 | 점수: 1.00  |  제목: “예능에 중대본 회의 밀려” 野 ‘냉부해’ 의혹 공격
_id: 46 | 점수: 1.00  |  제목: 여야, 추석 하루 앞두고 민생 공방…"발목잡기" vs "포퓰리즘"
_id: 47 | 점수: 1.00  |  제목: 대통령 부부 '예능 출연' 野 공세에‥민주당 "흑색선전 일삼는 국힘에 유감"
_id: 48 | 점수: 1.00  |  제목: 北, 무기 전시회서 대남 위협…김정은 “韓 영토, 안전하겠는가”
_id: 49 | 점수: 1.00  |  제목: “유족 앞에서 낄낄대면 대통령 자격 없어” ‘냉부해’ 취소하라는 주진우
_id: 50 | 점수: 1.00  |  제목: 민주당 "권성동, 반성과 사죄가 먼저‥정치적 순교자 행세"
_id: 51 | 점수: 1.00  |  제목: 강경화 신임 주미대사 부임 "현안 해결에 역량 총동원"
_id: 52 | 점수: 1.00  |  제목: 이준석 "이진숙 체포, 김현지 물타기 아닌가"
_id: 53 | 점수: 1.00  |  제목: 조영구, 25억->4억 주식투자로 와르르...“땅 샀으면” 후회막심
_id: 54 | 점수: 1.00  |  제목: 트럼프 휴전안에 네타냐후 실각 가능성…이스라엘 연정 강경파 이탈할까
_id: 55 | 점수: 1.00  |  제목: 비트코인, 12만5000달러 돌파…사상 최고치 경신
_id: 56 | 점수: 1.00  |  제목: ‘내 연금 진짜 없어질수도’···현실로 다가오는 국민연금 고갈위기...가입자는 26만↓, 수급자는 10만↑
_id: 57 | 점수: 1.00  |  제목: 부산관광 알리는 부산국제트래블마트…올해는 아르떼뮤지엄서
_id: 58 | 점수: 1.00  |  제목: "언니들~ 힘들게 가져왔어요"…SNS마켓 '급성장'
_id: 59 | 점수: 1.00  |  제목: '7500만원짜리 위스키' 편의점서 팔렸다…누가 샀나 봤더니
_id: 60 | 점수: 1.00  |  제목: 점점 커지는 공급 불안…집값 자극 우려
_id: 61 | 점수: 1.00  |  제목: '냉부해' 본방에도 여야 시각차…"K푸드 열정"·"정치쇼 본능"
_id: 62 | 점수: 1.00  |  제목: '냉부해' 출연 李대통령 "문화자산 핵심은 음식"…K푸드 수출 강조(종합)
_id: 63 | 점수: 1.00  |  제목: 李대통령 "손가락질·오해 받아도 국민삶 위해 뭐든 마다치 않겠다"
_id: 64 | 점수: 1.00  |  제목: 추석 이튿날도 귀성·귀경길 일부 정체…부산→서울 7시간
_id: 65 | 점수: 1.00  |  제목: '中서열2위' 리창, 北당창건 행사 참석한다…10년전보다 격 높여(종합2보)
_id: 66 | 점수: 1.00  |  제목: '게임의 룰' 손대는 여야…극한 대립에 국회법 개정안 '봇물'
_id: 67 | 점수: 1.00  |  제목: 정청래 "조희대의 난·검찰만행 상기하자"…사법·檢개혁 강조
_id: 68 | 점수: 1.00  |  제목: 네팔 메라피크서 한국인 40대 등산객 1명 사망…시신 수습(종합)
_id: 69 | 점수: 1.00  |  제목: 이스라엘·하마스, 협상 돌입…트럼프 "합의 곧 나올 것"(종합)
_id: 70 | 점수: 1.00  |  제목: APEC 행사일에 의장더러 국감 오라니…기업인 200명 줄집합하나
_id: 71 | 점수: 1.00  |  제목: 정부 전산시스템 장애 12일째…복구율 24.6%
_id: 72 | 점수: 1.00  |  제목: 日다카이치, 자민당 간부 인사…"아소파 등 논공행상" 분석도
_id: 73 | 점수: 1.00  |  제목: "금·비트코인·아파트 대신 투자할 걸"…올해 최고 수익률은 ‘이것’
_id: 74 | 점수: 1.00  |  제목: “추석에 식혜도 과하게 마시면 간에 부담”… 인공감미료 음료도 ‘지방간 위험’ 높인다
_id: 75 | 점수: 1.00  |  제목: “올해 건축 착공, 2009년 이후 최대 부진”
_id: 76 | 점수: 1.00  |  제목: 중기부, 국내 바이오벤처 기업들 국제행사 참가 지원
_id: 77 | 점수: 1.00  |  제목: 국정자원 시스템 2개 추가 복구…4분의 1 작업 완료
_id: 78 | 점수: 1.00  |  제목: "삼성 또 일 낸다" 中화웨이 따돌릴 '치트키' APEC서 선보여
_id: 79 | 점수: 1.00  |  제목: "현수막까지 걸었는데"…올해 복권 당첨금 450억 미수령
_id: 80 | 점수: 1.00  |  제목: 올해 코스피 연동 ETF 투자했다면…"수익률 정기예금 33배"
_id: 81 | 점수: 1.00  |  제목: “휴대폰 해지하는데 상담까지 해야 하나요”… 개선 언제쯤
_id: 82 | 점수: 1.00  |  제목: 은행장이 전통시장 찾은 사연은?…추석 나눔 활동 눈길
_id: 83 | 점수: 1.00  |  제목: [인사이드 스토리]"車 넘어 로봇으로" 현대차그룹의 '로봇 승부수'
_id: 84 | 점수: 1.00  |  제목: 70만 투자 플랫폼 ‘더리치’가 1000그루의 나무를 심은 이유
_id: 85 | 점수: 1.00  |  제목: 테슬라, 신제품 추정 티저 영상 게시...기대감에 주가 5.45% 급등
_id: 86 | 점수: 1.00  |  제목: 남은 연휴 '롯데월드·에버랜드·서울랜드' 어디를 가볼까
_id: 87 | 점수: 1.00  |  제목: 벤처투자 혹한기서 해빙기로 ...VC들 기지개, 스타트업도 기대감
_id: 88 | 점수: 1.00  |  제목: "애순이 어떡해"…'폭싹' 관식이, 2025년 진단받았다면 살았다?
_id: 89 | 점수: 1.00  |  제목: 분양가 상승·대출 규제에 중소형 아파트 '인기'…집값·청약·거래 상승세
_id: 90 | 점수: 1.00  |  제목: 관세청 4년 반동안 과태료 3천억원 부과…수납률은 17.9%
_id: 91 | 점수: 1.00  |  제목: 제주 도시가스 요금 전국서 가장 비싸...하수도 요금은 두 번째
_id: 92 | 점수: 1.00  |  제목: 우상호 "이재명 대통령, 검찰 보완수사권 문제에 실용적 접근"
_id: 93 | 점수: 1.00  |  제목: 조희대의 침묵…사법개혁 어디로 가나
_id: 94 | 점수: 1.00  |  제목: '李대통령 측근' 김현지 고발 당했다…"학력·나이 비공개는 직권남용"
_id: 95 | 점수: 1.00  |  제목: [단독] 60대가 가장 많이 타간다…그 뒤엔 실업급여 '불편한 진실'
_id: 96 | 점수: 1.00  |  제목: '세븐♥' 이다해, 날씬한 이유 있었네…'이것' 넣은 라면 공개
_id: 97 | 점수: 1.00  |  제목: 제주 추석연휴 내내 늦더위 기승…30도 무더위에 열대야까지
_id: 98 | 점수: 1.00  |  제목: [날씨] 귀경길 곳곳에 비…기온 내려가 낮에도 쌀쌀
_id: 99 | 점수: 1.00  |  제목: 李대통령, 김풍 요리 먹고 눈 ‘번쩍’…역대 최고 시청률 터졌다
_id: 100 | 점수: 1.00  |  제목: 오픈AI, '데브데이 2025'서 비공개 프로젝트 공개한다
_id: 101 | 점수: 1.00  |  제목: [AI 시그널] "사랑해"·"죽는 법 알려줘"…챗봇은 지금 청소년 보호 모드
_id: 102 | 점수: 1.00  |  제목: '아크 레이더스' 출시 앞둔 넥슨…'마비노기·카잔' 이어 3연타석 쏠까?
_id: 103 | 점수: 1.00  |  제목: 쿠키런, '아육대' 깜짝 출연…K-POP 아이돌로 변신
_id: 104 | 점수: 1.00  |  제목: KT소액결제 사태, 모든 이용자 위약금 면제 가능할까?
_id: 105 | 점수: 1.00  |  제목: [AI 한쿡] 조 단위 몸값 증명한 AI반도체... 영상이해도 MCP 시대
_id: 106 | 점수: 1.00  |  제목: "로봇이 노동 대체하려면 사람처럼 느끼고 판단할 수 있어야"
_id: 107 | 점수: 1.00  |  제목: 젠슨 황 아들 스펜서 황, 韓서 '휴머노이드 미래' 논했다
_id: 108 | 점수: 1.00  |  제목: "로봇은 협업 파트너…엣지 지능으로 여는 피지컬 AI 시대"
_id: 109 | 점수: 1.00  |  제목: "휴머노이드는 주권 산업...6천만원대 제품 내놓을 것"
--------------------------------------------------
'인재' 검색 결과 (상위 5개):
--------------------------------------------------
_id: 1 | 점수: 1.00  |  제목: [AI 에이전트 시대가 온다] 비즈니스의 판을 바꾸는 AI 에이전트
_id: 2 | 점수: 1.00  |  제목: 이준호의 인공지능이야기 <8> 스스로 일하는 AI - 나보다 부지런한 동료가 생겼다
_id: 3 | 점수: 1.00  |  제목: 카카오모빌리티, '이프 카카오'서 AI 기술 혁신 성과 공유
_id: 4 | 점수: 1.00  |  제목: AI가 주니어를 빛나게 할 것이라 했지만, 왜 시니어만 더 강해졌을까?
_id: 5 | 점수: 1.00  |  제목: 코드 리뷰를 잘하면 AI 에이전트도 잘 다룰 수 있음
_id: 6 | 점수: 1.00  |  제목: AI가 내 맘을 몰라줄 때: 더 적은 토큰으로 더 좋은 결과를 내는 4가지 기법
_id: 7 | 점수: 1.00  |  제목: CompileBench: AI가 22년 된 코드를 컴파일할 수 있을까?
_id: 8 | 점수: 1.00  |  제목: Qwen3-Omni: 텍스트, 이미지, 비디오를 위한 네이티브 옴니 AI 모델
_id: 9 | 점수: 1.00  |  제목: 기술 기업은 소프트웨어 개발에 대한 AI의 영향을 어떻게 측정하는가
_id: 10 | 점수: 1.00  |  제목: NotebookLM 설계 과정 돌아보기
_id: 11 | 점수: 1.00  |  제목: Chrome의 새로운 AI 기능들
_id: 12 | 점수: 1.00  |  제목: 과기정통부, 연구개발특구 내 'AI 글로벌 빅테크' 키운다
_id: 13 | 점수: 1.00  |  제목: “‘갤럭시 AI’ 4억대 기기로 확대”…최원준 삼성전자 사장, 퀄컴과 동행 강조
_id: 14 | 점수: 1.00  |  제목: “AI는 디지털 동료” MS, 국내 기업 AI에이전트 도입 사례 공개
_id: 15 | 점수: 1.00  |  제목: 샤오미, 향후 5년간 AI·OS·칩셋 분야에 39조원 투자
_id: 16 | 점수: 1.00  |  제목: SKT, AI 사업 총괄할 CIC 출범…2030년 연매출 5조 달성 목표
_id: 17 | 점수: 1.00  |  제목: 구글 ‘제미나이’, 글로벌 이용자 5억명 돌파… 오픈AI 턱밑까지 추격
_id: 18 | 점수: 1.00  |  제목: 유방암 키우는 단백질 첫 규명…ATE1 ‘가속페달’ 역할
_id: 19 | 점수: 1.00  |  제목: "AI 세계 양강 중국과 협업이 눈앞이네요…기대 만점입니다"
_id: 20 | 점수: 1.00  |  제목: 정부, 연구개발특구 내 AI 확산 본격 추진…'AI 빅테크' 키운다
_id: 21 | 점수: 1.00  |  제목: 쥐 75마리 태운 ‘현대판 노아의 방주’ 우주서 귀환 [우주로 간다]
_id: 22 | 점수: 1.00  |  제목: AI가 여는 새로운 창…'먼저 온 미래'와 만나다
_id: 23 | 점수: 1.00  |  제목: 타인에 대한 혐오와 차별, 중증 정신질환 원인 [달콤한 사이언스]
_id: 24 | 점수: 1.00  |  제목: AI휴머노이드 산업현장 투입...“AI·로봇 거미줄 규제 확 걷는다”
_id: 25 | 점수: 1.00  |  제목: 서울시, '이공계 전성시대' 선언…첨단 인재 확보 총력
_id: 26 | 점수: 1.00  |  제목: 상의, 美 진출 기업 위한 세미나…“관건은 HR 현지화”
_id: 27 | 점수: 1.00  |  제목: 자격증도 없는데 뭘… 자격체계 없는 신직업에 쏟아진 '무관심'
_id: 28 | 점수: 1.00  |  제목: 이우영 산인공 이사장 "청소년에서 명장으로…숙련인재 성장사다리 구축"
_id: 29 | 점수: 1.00  |  제목: “서울 아파트 가격 관련 추가대책, 필요시 정부와 긴밀 공조”[일문일답]
_id: 30 | 점수: 1.00  |  제목: 생애주기적자 첫 200조 돌파…유년·노년 적자↑·노동세대 흑자↓
